City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Smidovich,RU,48.6,133.8167,35.22,78,52,12.21,broken clouds
699,Abu Samrah,SY,35.3029,37.1841,61.27,44,97,8.01,overcast clouds
700,Corn Island,NI,12.1694,-83.0418,81.21,74,38,13.98,scattered clouds
701,Novyy Urengoy,RU,66.0833,76.6333,-3.51,100,100,6.44,overcast clouds
702,Gayeri,BF,12.6497,0.4931,96.31,22,100,5.41,overcast clouds
703,Beyla,GN,8.6833,-8.6333,69.22,92,100,8.37,heavy intensity rain
704,Ambulu,ID,-8.345,113.6058,74.73,92,6,3.49,clear sky
705,Wanxian,CN,30.8039,108.3897,64.2,64,100,4.36,light rain
706,Mattru,SL,7.6244,-11.8332,80.67,74,99,6.67,light rain
707,Kasongo-Lunda,CD,-6.4667,16.8167,72.5,85,25,0.72,scattered clouds
708,Taksimo,RU,56.3444,114.8794,6.03,83,90,4.63,overcast clouds
